project_id,project_type,state,region,capacity_mw,sanctioned_budget_cr,planned_duration_months,contractor_count,land_acquisition_status,project_complexity,actual_cost_cr,actual_duration_months,cost_overrun_pct,delay_months,risk_level
P02374,Thermal,Gujarat,West,586,2401.6,87,6,Partial,Medium,2827.28,97.2,17.72,10.2,High
P02375,Solar,Karnataka,South,997,2064.54,19,3,Complete,Medium,2298.68,23.3,11.34,4.3,Medium
P02376,Transmission,Uttar Pradesh,North,2609,5224.09,20,4,Partial,Medium,6290.81,29.0,20.42,9.0,Medium
P02377,Wind,Punjab,North,719,1018.34,26,8,Partial,High,1457.48,46.1,43.12,20.1,High
P02378,Hydro,Rajasthan,North,900,5332.69,99,4,Complete,Medium,5771.26,104.4,8.22,5.4,Medium
P02379,Transmission,Madhya Pradesh,Central,2670,6482.9,57,6,Partial,Medium,7573.93,68.5,16.83,11.5,High
P02380,Wind,Karnataka,South,267,673.11,33,4,Pending,Medium,930.23,44.1,38.2,11.1,High
P02381,Wind,Andhra Pradesh,South,888,1617.24,32,1,Complete,High,1812.66,41.4,12.08,9.4,High
P02382,Transmission,Punjab,North,1168,1422.97,23,3,Partial,High,1894.04,35.4,33.1,12.4,High
P02383,Wind,Madhya Pradesh,Central,833,1924.31,23,1,Partial,Low,2174.93,27.9,13.02,4.9,Medium
P02384,Solar,Gujarat,West,1054,3619.4,33,9,Complete,Low,3936.94,35.5,8.77,2.5,Low
P02385,Wind,Punjab,North,104,216.57,28,6,Complete,Low,224.71,29.0,3.76,1.0,Low
P02386,Thermal,Maharashtra,West,3943,18463.56,53,2,Complete,Low,18944.53,54.2,2.6,1.2,Low
P02387,Hydro,Maharashtra,West,3225,17910.69,103,5,Partial,High,22663.57,119.1,26.54,16.1,High
P02388,Solar,Maharashtra,West,924,1774.82,23,1,Partial,High,2220.76,33.5,25.13,10.5,High
P02389,Wind,Punjab,North,379,641.84,28,9,Partial,Low,749.56,38.6,16.78,10.6,High
P02390,Transmission,Andhra Pradesh,South,1678,2262.67,37,2,Partial,Low,2513.26,46.4,11.07,9.4,High
P02391,Solar,Madhya Pradesh,Central,99,283.55,21,4,Partial,Medium,333.9,25.6,17.76,4.6,Medium
P02392,Hydro,Maharashtra,West,2195,10339.43,119,5,Pending,Medium,12292.37,128.6,18.89,9.6,High
P02393,Solar,Madhya Pradesh,Central,371,1138.24,12,10,Pending,Medium,1447.94,36.9,27.21,24.9,High
P02394,Thermal,Punjab,North,3867,20145.97,46,7,Complete,Medium,21655.41,47.8,7.49,1.8,Low
P02395,Solar,Andhra Pradesh,South,233,415.85,29,1,Complete,Medium,449.73,30.5,8.15,1.5,Low
P02396,Transmission,Madhya Pradesh,Central,2290,4628.22,49,10,Complete,Medium,5479.2,54.8,18.39,5.8,Medium
P02397,Solar,Madhya Pradesh,Central,53,174.11,21,1,Partial,Medium,199.95,31.2,14.84,10.2,High
P02398,Transmission,Karnataka,South,114,133.44,49,9,Partial,Medium,168.33,63.3,26.15,14.3,High
P02399,Hydro,Tamil Nadu,South,3759,22514.85,116,10,Complete,Medium,24859.9,122.5,10.42,6.5,Medium
P02400,Thermal,Punjab,North,2900,12598.36,41,6,Complete,Medium,13421.29,43.6,6.53,2.6,Low
P02401,Thermal,Uttar Pradesh,North,3556,13661.35,73,6,Complete,Medium,14551.59,77.3,6.52,4.3,Medium
P02402,Transmission,Tamil Nadu,South,969,1829.06,48,6,Complete,Medium,1942.32,50.9,6.19,2.9,Low
P02403,Wind,Karnataka,South,333,699.38,19,5,Complete,High,820.48,30.5,17.32,11.5,High
P02404,Wind,Madhya Pradesh,Central,531,1233.81,34,6,Partial,Medium,1389.2,43.9,12.59,9.9,High
P02405,Solar,Uttar Pradesh,North,63,151.15,32,3,Complete,Medium,163.24,36.1,8.0,4.1,Medium
P02406,Thermal,Gujarat,West,4432,17867.39,76,2,Partial,Medium,22134.98,81.3,23.88,5.3,Medium
P02407,Wind,Punjab,North,451,1018.84,26,10,Complete,Medium,1213.51,35.9,19.11,9.9,High
P02408,Thermal,Andhra Pradesh,South,4446,28685.08,58,5,Pending,Low,36837.49,74.8,28.42,16.8,High
P02409,Wind,Haryana,North,659,1040.15,21,2,Partial,Medium,1227.94,27.1,18.05,6.1,Medium
P02410,Solar,Punjab,North,328,616.25,26,9,Pending,Medium,843.26,42.2,36.84,16.2,High
P02411,Thermal,Maharashtra,West,3391,17869.63,47,4,Partial,Medium,20720.4,53.3,15.95,6.3,Medium
P02412,Wind,Haryana,North,976,1791.58,21,3,Pending,Medium,2325.82,37.2,29.82,16.2,High
P02413,Wind,Uttar Pradesh,North,894,1403.89,31,5,Complete,Low,1404.22,32.8,0.02,1.8,Low
P02414,Thermal,Maharashtra,West,4180,26419.77,54,9,Complete,Low,27082.14,59.7,2.51,5.7,Medium
P02415,Thermal,Punjab,North,3491,15893.94,76,8,Partial,High,20269.87,89.7,27.53,13.7,High
P02416,Wind,Tamil Nadu,South,456,845.58,27,5,Partial,Low,894.15,32.0,5.74,5.0,Medium
P02417,Transmission,Karnataka,South,1117,2212.6,37,3,Partial,High,2807.49,54.1,26.89,17.1,High
P02418,Wind,Madhya Pradesh,Central,603,982.38,14,4,Complete,Medium,1069.46,17.9,8.86,3.9,Medium
P02419,Transmission,Andhra Pradesh,South,1986,3753.84,43,9,Complete,Medium,4261.35,49.6,13.52,6.6,Medium
P02420,Transmission,Rajasthan,North,1519,1533.06,59,10,Partial,Low,1842.53,68.9,20.19,9.9,High
P02421,Transmission,Uttar Pradesh,North,2535,2803.16,21,9,Pending,Low,3515.27,34.6,25.4,13.6,High
P02422,Solar,Punjab,North,1295,2989.85,12,4,Complete,Medium,3278.48,13.9,9.65,1.9,Low
P02423,Wind,Punjab,North,893,2156.61,14,10,Pending,Low,2639.13,25.0,22.37,11.0,High
P02424,Transmission,Andhra Pradesh,South,2515,6015.96,50,9,Complete,Low,6839.79,57.3,13.69,7.3,Medium
P02425,Wind,Rajasthan,North,128,173.17,24,4,Complete,Medium,187.65,27.1,8.36,3.1,Medium
P02426,Thermal,Madhya Pradesh,Central,1959,8025.47,72,10,Complete,Low,8606.38,74.5,7.24,2.5,Low
P02427,Thermal,Tamil Nadu,South,2927,18416.47,76,5,Complete,High,22437.87,86.9,21.84,10.9,High
P02428,Hydro,Tamil Nadu,South,2200,13224.18,64,5,Complete,High,15039.32,69.0,13.73,5.0,Medium
P02429,Hydro,Punjab,North,617,4372.44,50,10,Complete,Medium,4943.81,55.6,13.07,5.6,Medium
P02430,Transmission,Haryana,North,2556,4759.99,33,5,Complete,Medium,5143.01,36.7,8.05,3.7,Medium
P02431,Thermal,Punjab,North,999,5077.16,92,5,Pending,Medium,6582.76,103.8,29.65,11.8,High
P02432,Solar,Punjab,North,919,2779.23,42,10,Partial,High,3454.63,57.7,24.3,15.7,High
P02433,Hydro,Punjab,North,3221,24150.69,105,3,Partial,Low,28297.97,109.8,17.17,4.8,Medium
P02434,Hydro,Rajasthan,North,1965,9655.73,104,1,Partial,Medium,11475.83,114.5,18.85,10.5,High
P02435,Solar,Punjab,North,1409,3764.83,45,8,Partial,Medium,4730.86,57.7,25.66,12.7,High
P02436,Thermal,Maharashtra,West,3445,17186.4,60,3,Complete,High,19528.32,67.7,13.63,7.7,Medium
P02437,Wind,Rajasthan,North,930,2337.77,33,2,Complete,Low,2378.98,34.4,1.76,1.4,Low
P02438,Wind,Punjab,North,529,1126.65,35,8,Complete,Medium,1299.16,42.0,15.31,7.0,Medium
P02439,Solar,Haryana,North,1141,2810.5,17,3,Partial,Low,3306.84,26.0,17.66,9.0,Medium
P02440,Wind,Andhra Pradesh,South,349,766.94,34,4,Partial,Low,895.22,42.5,16.73,8.5,Medium
P02441,Hydro,Karnataka,South,300,1925.01,60,4,Complete,Medium,2085.36,61.5,8.33,1.5,Low
P02442,Thermal,Rajasthan,North,4083,17945.39,84,1,Partial,Medium,22054.9,92.4,22.9,8.4,Medium
P02443,Wind,Gujarat,West,979,2157.72,34,5,Partial,Medium,2488.04,41.6,15.31,7.6,Medium
P02444,Wind,Punjab,North,724,2168.65,28,3,Complete,Medium,2313.57,32.3,6.68,4.3,Medium
P02445,Transmission,Andhra Pradesh,South,1493,3265.21,39,8,Complete,Low,3396.93,45.7,4.03,6.7,Medium
P02446,Thermal,Andhra Pradesh,South,1260,6279.78,82,8,Partial,Medium,7801.05,93.2,24.22,11.2,High
P02447,Wind,Haryana,North,271,418.82,18,1,Partial,Medium,496.14,23.3,18.46,5.3,Medium
P02448,Thermal,Uttar Pradesh,North,4678,18886.02,80,6,Complete,Low,19419.7,80.4,2.83,0.4,Low
P02449,Solar,Gujarat,West,1361,4746.75,44,10,Partial,Low,5590.0,56.3,17.76,12.3,High
P02450,Transmission,Andhra Pradesh,South,1155,1525.01,56,5,Pending,Low,1766.15,63.7,15.81,7.7,Medium
P02451,Transmission,Madhya Pradesh,Central,1054,1849.75,50,3,Complete,Low,1924.61,51.0,4.05,1.0,Low
P02452,Solar,Andhra Pradesh,South,298,646.83,23,9,Partial,Medium,792.66,34.7,22.54,11.7,High
P02453,Transmission,Andhra Pradesh,South,556,1099.23,53,7,Complete,Medium,1162.53,55.1,5.76,2.1,Low
P02454,Solar,Rajasthan,North,640,1466.5,17,2,Pending,High,1901.72,40.4,29.68,23.4,High
P02455,Thermal,Tamil Nadu,South,3191,14664.04,76,10,Partial,Medium,17494.91,88.6,19.3,12.6,High
P02456,Transmission,Haryana,North,1568,3164.12,29,7,Partial,Medium,3967.5,42.1,25.39,13.1,High
P02457,Hydro,Rajasthan,North,1172,9172.73,82,9,Complete,Medium,10374.1,87.2,13.1,5.2,Medium
P02458,Hydro,Gujarat,West,380,1774.92,104,8,Complete,Medium,1994.43,113.4,12.37,9.4,High
P02459,Solar,Gujarat,West,647,1625.91,12,4,Complete,Medium,1711.39,15.3,5.26,3.3,Medium
P02460,Solar,Madhya Pradesh,Central,1020,2695.9,16,9,Pending,Medium,3675.36,35.3,36.33,19.3,High
P02461,Solar,Maharashtra,West,1402,4279.89,18,4,Partial,High,5244.68,36.8,22.54,18.8,High
P02462,Solar,Gujarat,West,263,874.72,23,2,Partial,Medium,1024.31,32.7,17.1,9.7,High
P02463,Wind,Maharashtra,West,219,494.5,15,5,Partial,Medium,615.69,20.7,24.51,5.7,Medium
P02464,Thermal,Maharashtra,West,3716,12082.07,41,4,Partial,High,15654.68,57.6,29.57,16.6,High
P02465,Hydro,Karnataka,South,3620,21321.59,91,10,Complete,Low,22973.4,96.3,7.75,5.3,Medium
P02466,Thermal,Uttar Pradesh,North,1091,4162.76,93,8,Complete,Medium,4834.09,100.4,16.13,7.4,Medium
P02467,Transmission,Rajasthan,North,575,1317.39,14,2,Partial,High,1653.64,20.5,25.52,6.5,High
P02468,Transmission,Rajasthan,North,560,593.22,37,8,Complete,Medium,655.69,43.8,10.53,6.8,Medium
P02469,Solar,Punjab,North,886,2310.92,39,1,Complete,Medium,2544.88,42.4,10.12,3.4,Medium
P02470,Thermal,Tamil Nadu,South,1838,9455.89,58,6,Complete,Medium,10118.08,61.4,7.0,3.4,Medium
P02471,Solar,Karnataka,South,1163,3006.87,16,4,Complete,Low,3150.08,16.8,4.76,0.8,Low
P02472,Solar,Madhya Pradesh,Central,988,3334.92,37,9,Pending,Low,4231.41,52.0,26.88,15.0,High
P02473,Transmission,Haryana,North,2479,4375.55,20,7,Partial,Medium,5047.17,25.7,15.35,5.7,Medium
P02474,Transmission,Andhra Pradesh,South,418,580.21,13,4,Complete,Low,607.63,13.8,4.73,0.8,Low
P02475,Transmission,Karnataka,South,2939,3882.9,57,2,Complete,Medium,4252.47,59.5,9.52,2.5,Low
P02476,Hydro,Maharashtra,West,916,4524.64,59,3,Partial,High,6156.83,71.1,36.07,12.1,High
P02477,Wind,Tamil Nadu,South,188,329.05,18,10,Complete,Medium,376.68,27.7,14.47,9.7,High
P02478,Thermal,Tamil Nadu,South,2215,13928.58,86,2,Partial,Medium,16786.56,96.1,20.52,10.1,High
P02479,Transmission,Punjab,North,2728,6176.18,47,7,Complete,High,6635.39,54.9,7.44,7.9,Medium
P02480,Transmission,Uttar Pradesh,North,577,1132.03,24,1,Partial,Medium,1335.98,30.1,18.02,6.1,Medium
P02481,Hydro,Uttar Pradesh,North,3260,22826.52,44,7,Partial,Low,24890.38,48.6,9.04,4.6,Medium
P02482,Wind,Tamil Nadu,South,604,938.98,28,10,Complete,Medium,1067.42,31.5,13.68,3.5,Medium
P02483,Solar,Madhya Pradesh,Central,772,1700.29,20,10,Partial,Low,2032.2,30.1,19.52,10.1,High
P02484,Solar,Tamil Nadu,South,1064,1994.9,14,4,Complete,High,2387.55,18.8,19.68,4.8,Medium
P02485,Thermal,Haryana,North,801,4028.15,71,1,Pending,Low,5216.17,79.2,29.49,8.2,High
P02486,Solar,Madhya Pradesh,Central,90,153.15,12,6,Pending,Low,191.06,29.6,24.75,17.6,High
P02487,Thermal,Madhya Pradesh,Central,1043,4398.11,71,4,Partial,Medium,5028.37,82.6,14.33,11.6,High
P02488,Transmission,Rajasthan,North,2162,2204.4,18,4,Complete,Medium,2363.51,23.0,7.22,5.0,Medium
P02489,Hydro,Gujarat,West,688,2189.53,109,4,Complete,Low,2249.16,109.7,2.72,0.7,Low
P02490,Solar,Punjab,North,436,1423.37,32,1,Pending,Low,1829.64,47.8,28.54,15.8,High
P02491,Thermal,Andhra Pradesh,South,2098,8217.14,74,7,Partial,Low,9513.92,81.2,15.78,7.2,Medium
P02492,Hydro,Haryana,North,860,5043.46,105,3,Partial,Medium,5897.82,112.4,16.94,7.4,Medium
P02493,Transmission,Tamil Nadu,South,1632,4031.66,15,2,Pending,Low,5206.38,24.2,29.14,9.2,High
P02494,Hydro,Andhra Pradesh,South,1389,8947.7,51,10,Partial,Medium,10505.89,66.3,17.41,15.3,High
P02495,Solar,Punjab,North,845,1549.18,27,5,Complete,Low,1606.86,28.8,3.72,1.8,Low
P02496,Transmission,Haryana,North,209,222.27,19,3,Complete,Medium,237.77,23.9,6.98,4.9,Medium
P02497,Thermal,Haryana,North,1240,5836.2,90,5,Complete,Medium,6237.97,93.8,6.88,3.8,Medium
P02498,Solar,Maharashtra,West,985,3022.65,32,3,Partial,Medium,3592.75,41.1,18.86,9.1,High
P02499,Solar,Haryana,North,111,267.04,27,3,Complete,Low,276.97,28.1,3.72,1.1,Low
P02500,Transmission,Madhya Pradesh,Central,2191,4869.16,34,4,Complete,Medium,5368.01,37.1,10.25,3.1,Medium
P02501,Thermal,Andhra Pradesh,South,2693,6964.45,55,1,Pending,Low,9283.69,69.3,33.3,14.3,High
P02502,Wind,Madhya Pradesh,Central,145,176.57,18,2,Complete,High,198.43,26.8,12.38,8.8,Medium
P02503,Thermal,Gujarat,West,4672,12161.28,85,10,Complete,Medium,14313.06,91.1,17.69,6.1,Medium
P02504,Wind,Madhya Pradesh,Central,826,2025.0,25,10,Complete,Medium,2252.79,32.7,11.25,7.7,Medium
P02505,Thermal,Gujarat,West,4344,22130.71,70,3,Partial,Medium,25400.25,77.4,14.77,7.4,Medium
P02506,Transmission,Madhya Pradesh,Central,1172,1438.5,25,1,Complete,Medium,1512.76,28.1,5.16,3.1,Medium
P02507,Hydro,Uttar Pradesh,North,3070,17124.94,109,10,Complete,Medium,18895.45,111.8,10.34,2.8,Medium
P02508,Thermal,Madhya Pradesh,Central,2492,11592.83,71,9,Complete,High,13654.92,85.1,17.79,14.1,High
P02509,Hydro,Rajasthan,North,3208,20426.43,44,6,Complete,Medium,22285.97,46.5,9.1,2.5,Low
P02510,Wind,Uttar Pradesh,North,980,2585.0,23,9,Complete,Medium,2905.89,29.8,12.41,6.8,Medium
P02511,Solar,Madhya Pradesh,Central,1014,3335.74,46,3,Partial,Low,3928.66,51.0,17.77,5.0,Medium
P02512,Hydro,Karnataka,South,2821,18529.64,96,4,Complete,Medium,20218.34,101.3,9.11,5.3,Medium
P02513,Hydro,Rajasthan,North,1850,8919.99,95,7,Complete,High,10249.96,105.2,14.91,10.2,High
P02514,Solar,Tamil Nadu,South,1144,2394.16,15,3,Pending,Medium,3004.35,32.7,25.49,17.7,High
P02515,Solar,Gujarat,West,425,927.82,33,3,Pending,Medium,1207.31,42.6,30.12,9.6,High
P02516,Hydro,Andhra Pradesh,South,3260,23744.9,93,5,Pending,Medium,30881.31,111.3,30.05,18.3,High
P02517,Thermal,Gujarat,West,3023,12133.71,43,5,Pending,High,18382.4,64.2,51.5,21.2,High
P02518,Hydro,Gujarat,West,2704,16908.37,115,7,Partial,Medium,19858.55,120.8,17.45,5.8,Medium
P02519,Wind,Andhra Pradesh,South,764,1478.81,32,8,Complete,High,1761.86,43.7,19.14,11.7,High
P02520,Thermal,Rajasthan,North,1613,9734.13,41,10,Complete,Medium,10897.17,48.2,11.95,7.2,Medium
P02521,Hydro,Punjab,North,1634,12429.17,74,6,Partial,Low,13894.22,81.5,11.79,7.5,Medium
P02522,Hydro,Punjab,North,1057,6581.44,94,6,Complete,Low,6793.22,95.6,3.22,1.6,Low
P02523,Hydro,Haryana,North,653,4213.09,116,10,Partial,Medium,5375.71,127.9,27.6,11.9,High
P02524,Solar,Karnataka,South,803,2792.61,38,3,Partial,High,3381.02,58.0,21.07,20.0,High
P02525,Transmission,Uttar Pradesh,North,176,376.59,39,7,Complete,High,409.97,45.3,8.86,6.3,Medium
P02526,Hydro,Tamil Nadu,South,3269,10585.69,98,7,Pending,Medium,13625.39,114.4,28.72,16.4,High
P02527,Hydro,Punjab,North,823,4725.94,41,8,Partial,Medium,6128.49,48.6,29.68,7.6,High
P02528,Hydro,Punjab,North,680,4231.75,60,7,Partial,Medium,4933.94,66.5,16.59,6.5,Medium
P02529,Hydro,Tamil Nadu,South,3722,14626.12,42,5,Complete,Medium,16129.71,45.2,10.28,3.2,Medium
P02530,Thermal,Punjab,North,2564,13832.54,53,8,Complete,Medium,15319.49,57.7,10.75,4.7,Medium
P02531,Thermal,Punjab,North,4222,15116.68,83,3,Partial,High,19049.42,93.9,26.02,10.9,High
P02532,Thermal,Rajasthan,North,2330,13765.98,84,7,Complete,High,15024.14,95.6,9.14,11.6,High
P02533,Wind,Madhya Pradesh,Central,285,832.93,12,2,Complete,Medium,904.02,14.4,8.54,2.4,Low
P02534,Transmission,Rajasthan,North,205,409.08,57,5,Complete,High,458.37,63.0,12.05,6.0,Medium
P02535,Transmission,Karnataka,South,1868,2197.89,33,6,Complete,Medium,2329.56,35.6,5.99,2.6,Low
P02536,Solar,Madhya Pradesh,Central,1367,2969.24,40,8,Partial,Medium,3864.03,48.6,30.14,8.6,High
P02537,Solar,Uttar Pradesh,North,1119,2199.29,47,6,Partial,Medium,2602.97,52.7,18.36,5.7,Medium
P02538,Hydro,Rajasthan,North,2526,19910.96,75,4,Pending,Medium,26931.03,92.0,35.26,17.0,High
P02539,Solar,Madhya Pradesh,Central,1263,3270.74,31,5,Complete,Medium,3506.63,35.3,7.21,4.3,Medium
P02540,Wind,Tamil Nadu,South,923,1410.43,22,10,Partial,Medium,1693.84,31.5,20.09,9.5,High
P02541,Hydro,Karnataka,South,404,2766.86,97,7,Complete,Medium,2950.06,98.5,6.62,1.5,Low
P02542,Hydro,Uttar Pradesh,North,3937,20417.68,59,2,Complete,High,22410.67,66.9,9.76,7.9,Medium
P02543,Transmission,Karnataka,South,1453,2323.02,25,6,Partial,High,2707.41,41.1,16.55,16.1,High
P02544,Transmission,Punjab,North,1037,1537.14,22,3,Partial,Medium,1901.43,26.5,23.7,4.5,Medium
P02545,Transmission,Maharashtra,West,683,1362.52,44,10,Partial,Low,1627.04,53.7,19.41,9.7,High
P02546,Wind,Madhya Pradesh,Central,206,292.48,20,9,Complete,Medium,336.6,25.8,15.09,5.8,Medium
P02547,Solar,Uttar Pradesh,North,555,1751.48,16,3,Complete,Low,1775.07,17.9,1.35,1.9,Low
P02548,Hydro,Madhya Pradesh,Central,600,3003.01,118,6,Partial,Medium,3379.53,124.8,12.54,6.8,Medium
P02549,Solar,Madhya Pradesh,Central,946,3216.23,29,1,Complete,Medium,3504.78,31.5,8.97,2.5,Low
P02550,Solar,Madhya Pradesh,Central,634,1807.87,27,2,Complete,Low,1877.77,27.6,3.87,0.6,Low
P02551,Hydro,Tamil Nadu,South,746,5861.15,46,2,Complete,High,6225.86,53.3,6.22,7.3,Medium
P02552,Wind,Haryana,North,879,2269.21,21,8,Partial,Medium,2899.26,35.0,27.77,14.0,High
P02553,Transmission,Gujarat,West,826,891.88,34,3,Partial,Medium,973.4,43.7,9.14,9.7,High
P02554,Hydro,Madhya Pradesh,Central,982,5818.97,87,2,Partial,Medium,6823.58,95.4,17.26,8.4,Medium
P02555,Thermal,Gujarat,West,1923,8184.93,58,4,Partial,Medium,9939.67,67.5,21.44,9.5,High
P02556,Solar,Haryana,North,1363,4006.2,35,8,Partial,Low,4706.48,43.5,17.48,8.5,Medium
P02557,Thermal,Maharashtra,West,2269,7389.0,89,1,Complete,Medium,7809.98,90.7,5.7,1.7,Low
P02558,Solar,Andhra Pradesh,South,559,1783.35,15,8,Complete,High,2089.8,28.6,17.18,13.6,High
P02559,Transmission,Karnataka,South,760,1111.13,30,2,Pending,High,1575.66,55.2,41.81,25.2,High
P02560,Solar,Gujarat,West,440,1411.68,45,10,Partial,Low,1740.93,53.6,23.32,8.6,Medium
P02561,Solar,Tamil Nadu,South,290,574.46,21,7,Partial,High,764.88,39.7,33.15,18.7,High
P02562,Wind,Uttar Pradesh,North,548,1586.14,24,3,Complete,Medium,1709.28,27.1,7.76,3.1,Medium
P02563,Thermal,Tamil Nadu,South,2230,12683.29,84,5,Complete,Medium,13542.08,87.4,6.77,3.4,Medium
P02564,Thermal,Gujarat,West,3433,18956.62,77,3,Partial,High,23778.63,94.4,25.44,17.4,High
P02565,Wind,Rajasthan,North,73,201.92,18,1,Complete,Medium,214.17,20.8,6.07,2.8,Low
P02566,Solar,Uttar Pradesh,North,1114,1890.84,19,8,Complete,Low,2114.39,21.5,11.82,2.5,Medium
P02567,Thermal,Madhya Pradesh,Central,2021,10774.27,52,10,Complete,Medium,11921.73,60.6,10.65,8.6,Medium
P02568,Thermal,Gujarat,West,2543,7033.3,85,7,Pending,High,9838.55,105.0,39.89,20.0,High
P02569,Thermal,Haryana,North,2536,13212.98,75,10,Pending,Medium,17581.76,98.8,33.06,23.8,High
P02570,Wind,Gujarat,West,890,1442.32,22,10,Pending,Medium,1776.06,48.7,23.14,26.7,High
P02571,Thermal,Tamil Nadu,South,891,3402.79,51,2,Complete,Medium,3696.67,55.0,8.64,4.0,Medium
P02572,Thermal,Tamil Nadu,South,868,3470.18,81,9,Complete,High,4193.37,96.6,20.84,15.6,High
P02573,Transmission,Haryana,North,1372,2019.71,32,7,Complete,Low,2075.19,33.0,2.75,1.0,Low
P02574,Solar,Andhra Pradesh,South,349,719.04,46,1,Complete,Medium,787.1,48.7,9.47,2.7,Low
P02575,Thermal,Rajasthan,North,4685,11845.7,68,8,Pending,Medium,15520.68,84.6,31.02,16.6,High
P02576,Solar,Gujarat,West,852,2937.18,33,3,Partial,Medium,3483.04,39.5,18.58,6.5,Medium
P02577,Transmission,Punjab,North,497,664.36,59,1,Partial,Medium,787.7,65.3,18.56,6.3,Medium
P02578,Transmission,Andhra Pradesh,South,1036,1122.28,23,6,Complete,Low,1165.19,24.5,3.82,1.5,Low
P02579,Thermal,Madhya Pradesh,Central,4553,21302.68,86,9,Complete,High,24398.33,100.0,14.53,14.0,High
P02580,Transmission,Rajasthan,North,2646,3014.63,21,2,Complete,High,3498.67,33.9,16.06,12.9,High
P02581,Transmission,Punjab,North,2921,5635.16,46,10,Partial,Medium,7289.84,56.6,29.36,10.6,High
P02582,Transmission,Gujarat,West,1156,2196.81,24,1,Complete,Low,2280.79,25.9,3.82,1.9,Low
P02583,Thermal,Madhya Pradesh,Central,3919,19864.06,87,5,Partial,Medium,23364.39,95.9,17.62,8.9,Medium
P02584,Wind,Karnataka,South,267,553.76,14,1,Partial,Medium,677.89,27.6,22.42,13.6,High
P02585,Wind,Karnataka,South,220,510.97,25,3,Complete,Low,536.49,26.3,4.99,1.3,Low
P02586,Hydro,Karnataka,South,1173,8115.75,38,2,Partial,Low,9304.76,43.9,14.65,5.9,Medium
P02587,Hydro,Rajasthan,North,2137,8150.63,113,5,Partial,Medium,9430.36,122.7,15.7,9.7,High
P02588,Thermal,Uttar Pradesh,North,4380,19240.88,61,6,Pending,Medium,25633.2,72.7,33.22,11.7,High
P02589,Transmission,Haryana,North,1575,3260.43,51,8,Complete,Low,3591.12,56.7,10.14,5.7,Medium
P02590,Thermal,Rajasthan,North,3655,15603.92,75,4,Complete,High,17167.79,81.1,10.02,6.1,Medium
P02591,Wind,Tamil Nadu,South,901,1528.57,18,4,Complete,Low,1572.99,19.4,2.91,1.4,Low
P02592,Hydro,Haryana,North,2824,15509.38,47,6,Partial,Medium,18088.96,53.5,16.63,6.5,Medium
P02593,Transmission,Punjab,North,2456,4302.25,35,8,Complete,Low,4557.79,41.9,5.94,6.9,Medium
P02594,Wind,Madhya Pradesh,Central,397,950.57,13,10,Complete,Low,1084.61,16.5,14.1,3.5,Medium
P02595,Thermal,Rajasthan,North,528,2302.63,41,2,Partial,Low,2625.82,43.4,14.04,2.4,Medium
P02596,Wind,Gujarat,West,774,2053.24,28,2,Complete,High,2388.13,39.0,16.31,11.0,High
P02597,Solar,Punjab,North,1219,1972.37,18,9,Complete,Low,2164.21,22.7,9.73,4.7,Medium
P02598,Solar,Madhya Pradesh,Central,780,2312.22,23,1,Complete,High,2788.49,27.7,20.6,4.7,Medium
P02599,Transmission,Gujarat,West,135,235.31,34,3,Partial,Medium,280.54,42.9,19.22,8.9,Medium
P02600,Solar,Punjab,North,978,2767.64,13,6,Partial,Medium,3109.19,22.8,12.34,9.8,High
P02601,Hydro,Andhra Pradesh,South,1601,9481.37,116,9,Pending,Medium,12538.11,143.0,32.24,27.0,High
P02602,Thermal,Punjab,North,2304,14041.54,52,3,Complete,Low,14248.37,54.0,1.47,2.0,Low
P02603,Thermal,Uttar Pradesh,North,3187,15416.2,85,6,Complete,Low,15748.14,85.2,2.15,0.2,Low
P02604,Wind,Uttar Pradesh,North,490,671.11,21,2,Complete,Low,691.08,21.7,2.98,0.7,Low
P02605,Solar,Uttar Pradesh,North,1394,2341.42,20,10,Pending,Low,2865.5,31.4,22.38,11.4,High
P02606,Hydro,Karnataka,South,3855,17521.3,111,10,Partial,High,24588.38,126.4,40.33,15.4,High
P02607,Solar,Madhya Pradesh,Central,565,1226.68,22,8,Pending,Medium,1593.24,41.0,29.88,19.0,High
P02608,Wind,Haryana,North,259,766.81,33,10,Partial,Low,957.35,42.2,24.85,9.2,High
P02609,Wind,Gujarat,West,476,908.23,21,2,Partial,Medium,1072.38,31.8,18.07,10.8,High
P02610,Thermal,Uttar Pradesh,North,1762,7337.15,53,7,Partial,Medium,8848.3,61.0,20.6,8.0,Medium
P02611,Hydro,Karnataka,South,2458,14057.34,53,4,Partial,High,16790.02,62.0,19.44,9.0,Medium
P02612,Thermal,Tamil Nadu,South,1627,7369.01,72,3,Complete,Medium,8079.66,74.9,9.64,2.9,Low
P02613,Solar,Gujarat,West,1118,2815.42,45,1,Complete,Medium,2975.79,48.3,5.7,3.3,Medium
P02614,Transmission,Haryana,North,2873,5676.11,12,5,Complete,High,6748.85,16.4,18.9,4.4,Medium
P02615,Thermal,Rajasthan,North,4889,27700.91,78,10,Partial,High,36291.91,94.9,31.01,16.9,High
P02616,Hydro,Rajasthan,North,1206,4695.69,109,5,Pending,Medium,6289.59,126.0,33.94,17.0,High
P02617,Solar,Andhra Pradesh,South,1284,4483.17,41,9,Complete,Low,4735.94,48.1,5.64,7.1,Medium
